bersanding	1) [v] berpucuk; \n\n2) [a] [ki] bengis, berbisa ([ki]), cempala mulut, keras, ketus, lancang mulut, menduri, menyakitkan, nyelekit ([cak]), pedas, tajam
bersandiwara	[v] 1) berakting ([cak]), berlakon; \n\n2) [ki] berlagak, berpura-pura
bersanggit	[v] 1) bergesekan, bergeselan, bersinggungan; \n\n2) [ki] bentrok, bercekcok, berselisih, bersengketa, bertelingkah, bertengkar, bertikai, ribut;
bersanggul	[v] bergelung, bersiput, bersimpul, bertongset;
bersangkak	[v] bercabang, bercagak, bercanggah;
bersangkar	[v] berkandang
bersangkut	[v] bersangkutan;
bersangkutan	[v] 1) berkepentingan; \n\n2) berangkaian, bergala, bergandengan, berhubungan, berjalinan, berkaitan, berpautan, bersambungan, bersentuhan, bersinggungan, bertalian, bertautan; \n\n3) terlibat
bersantai	[v] berayun-ayun kaki ([ki]), berleha-leha, bermalas-malasan, berpangku tangan, bersenang-senang, enak-enak, lengah, ongkang-ongkang kaki ([ki]) \n\n[ant] bekerja keras
bersantap	[v] makan;
bersantun	[v] bersopan, beradab
bersapaan	[v] berbincang-bincang, bercakap-cakap, bercelatuk, bercengkerama
bersaput	[v] berselaput
bersarak	[v] bercerai, berparak, berpisah \n\n[ant] berujuk
bersarang	[v] 1) bereban, berkandang, berpetarangan; \n\n2) bercokol, berdiam, berkediaman, berkubang, berlokasi, bermarkas, bermukim, bersembunyi, bertempat, menetap, tinggal; \n\n3) melanda, menghinggapi, menyerang;
bersarang-sarang	[v] 1) berpetak-petak, bersangkar-sangkar; \n\n2) berlubang-lubang, berongga-rongga
bersarung	[v] berbaju, berbalut, berbungkus, berlapis, bersalut, bersampul, berselaput, berselimut;
bersatu	[v] 1) beraduk, berbaur, bercampur, berfusi, bergabung, bergaul, bergugus, berhimpun, berintegrasi, berkelompok, berkumpul, bermufakat, berpadu, berpumpun, berpusat, bersambung, bersekutu, bersepakat, berserikat, bersuatu, bersumber, bersyarikat, bertaut, bertemu, melebur, menyambung, menyatu; \n\n2) [a] sepakat; \n\n[ant] 1) berpisah, bercerai
bersatu hati	akur, guyub, kompak, ragam, rukun;
bersatu padu	seragam sebahu;
bersaudara	[v] berfamili, berhubungan darah, berkeluarga, berkerabat, bersanak, bertali darah;
bersauh	[v] berlabuh, bersandar, bertambat, melego jangkar, merapat \n\n[ant] berlayar
bersaur	[v] berbelit, berjalin, berkait, berpaut, bersimpul, bertaut;
bersawah	[v] berbaruh, berbendang, bercocok tanam, berkebun, berladang, bertani
bersawala	[v] berbantah, berdebat, berdialog, berdiskusi
bersayangan	[v] bercinta-cintaan, berkasih sayang, berkasih-kasihan, bermanja-manjaan, bermesra-mesraan, berpeluk-pelukan; \n\n[ant] berbenci-(benci)an
bersebadan	[v] bercampur ([cak]), berjimak ([cak]), bersanggama, berseranjang ([ki]), bersetubuh, mengentot
bersebar	[v] berpencar, berserak, bertabur; \n\n[ant] bersatu
bersebaran	[v] berceceran, berhamburan, berserakan, bertaburan, bertebaran; berpencaran, cerai-berai, pontang-panting, porak-poranda;
bersebelahan	[v] berdampingan, berdekatan, berendeng, berhampiran, beriringan, bersampingan, bersandingan, bersisi-sisian;
berseberangan	[v] 1) beradu kening, berhadapan, bersemuka; \n\n2) berlawanan, berselisih, bertelingkah, bertentangan \n\n[ant] \n\n2) bersepakat
bersedekah	[v] 1) beramal, berderma; \n\n2) berkenduri;
bersedia	[v] 1) mau, rela, sanggup, sudi, suka; \n\n2) berjaga-jaga, berkeledar, berkemas, bersiap, bersigap, bersikap, berwaspada; \n\n[ant] 1) menolak; \n\n2) berlengah
bersedih	[v] berduka, bermuram durja, bersusah hati; \n\n[ant] bergembira
bersedu-sedu	[v] tersedu-sedu;
bersegeh	[v] berbenah, beres-beres, berkemas;
bersegera	[v] bergegas, bersicepat, lekas-lekas, terburu-buru, tergesa-gesa
bersegi	[v] bermuka, bersisi;
bersegi-segi	[v] berpetak-petak;
bersejarah	[a] historis, kuno
bersekat	[v] 1) berdinding, berpenghalang, bertembok; bergorden, bertabir, bertirai; \n\n2) berbatas, berhad, berhingga;
bersekat-sekat	[v] berpetak-petak
bersekolah	[v] 1) berpelajaran; \n\n2) belajar, berguru, mencari ilmu, menggali ilmu, menuntut ilmu
bersekongkol	[v] bercikun-cikun, berkolusi, berkomplot, berkongkalikong, berkonspirasi, bersekutu, berselingkuh, main mata;
bersekutu	[v] berkawan, berteman; berekanan, bergabung, berkolaborasi, berkongsi, bermitra, berpartner, berserikat; berkolusi, berkomplot, bersekongkol; \n\n[ant] bermusuhan
bersela	[v] berantara, bercelah, berjarak, berselang, renggang, ronggang
berselang	[v] 1) berantara, bercelah, berjarak, bersela, renggang, ronggang; \n\n2) berlalu, lewat;
berselang-selang	[v] 1) berencel-encel, berselang-seling; bergantian, bersahutan, bersambutan, bertingkah-tingkah, silih berganti; \n\n2) berantara-antara
berselaput	[v] berbalut, berlapis, bersalut
berselera	1) [v] bangkit selera, bergairah, bernafsu, mengiler, terbit selera; \n\n2) [v] berhasrat, berkeinginan; \n\n3) [a] bercita rasa
berselesa	[v] berkesempatan, berpeluang
berselimut	[v] 1) berbalut, berselaput, berselubung, bertutup; \n\n2) [ki] bersembunyi
berselingkuh	[v] 1) bermuda, bermukah, main serong, menyeleweng; \n\n2) bercikun-cikun, berkolusi, berkomplot, berkongkalikong, berkonspirasi, bersekongkol, main mata;
berselisih	[v] 1) berbeda, berlainan, berparak; berjarak, terpaut; \n\n2) bentrok, berbantah, berburuk, bercakar-cakaran, bercekak, bercekcok, bercekit, bergontok, berguam, berlawanan, bermusuhan, bersanggit ([ki]), berseberangan, bersengketa, berseteru, bertelingkah, bertengkar, bertikai, ribut;
berselit-selit	[v] berbelit-belit, berjalinan, berkelindan, bersengkarut, bertali-tali, bertautan; berliku-liku, simpang siur
berseloroh	[v] bercanda, bercumbuan, bergarah, bergurau, berkelakar, bermain-main, berolok-olok, mencadai, mencura
berselubung	[v] berselaput, berselimut
bersemangat	1) [a] aktif, antusias, berapi-api, bergairah, bergelora, berkobar-kobar, cegak, dinamis, energik, gentur, intens, membara; \n\n2) [v] berjiwa, bersifat, berwatak
bersemarak	[a] berseri, gemerlap, gilanggemilang;
bersemayam	[v] 1) berdiam, berdomisili, berkedudukan, tinggal; \n\n2) [ki] terpatri, terpendam, tersimpan; \n\n3) duduk, bertakhta, bertahana;
bersembahyang	[v] berdoa, beribadah;
bersembulan	[a] gerunjulan, cangkih-mangkih, congkah-cangkih;
bersemburan	[v] bercucuran, bepercikan, berpancaran
bersemi	[v] bertaruk, bertunas, merecup, tumbuh
bersempadan	[v] berbatas, bertepi
bersempit-sempit	[v] berasak, berdedak, berdesakan, berdingkit-dingkit, berembut-rembut, berhimpitan, berjejalan, berselingkit, bersesakan, empet-empetan ([cak]);
bersemuka	[v] beradu kening, berhadapan, berseberangan, bertatap muka, bertemu muka, bertentangan, berterus terang, bertemu muka, bertentang muka, berhadapan muka, berdepan-depan, berhadap-hadapan, bertentangan, berkonfrontasi; \n\n[ant] berpunggungan
bersenam	[v] berlatih
bersenandung	[v] berdadung, berdendang, bergamat, berlagu, bernyanyi, merinai
bersenang hati	[v] berbahagia, berbesar hati, berbunga-bunga ([ki]), bergembira, bergendang ([ki]), bersahaja, bersukacita, menari-nari; \n\n[ant] bersedih hati
bersenda gurau	[v] bercanda, bercengkerama, bercumbuan, bergarah, bergurau, berkelakar, bermain-main, berolok-olok, berseloroh, mencandai, mencura;
bersenda-senda	[v] bersenda gurau;
bersendi	[v] berikatan, bersimpai
bersendikan	[v] beralaskan, berdasarkan, berlandaskan
bersendu	[v] berdukacita, bersedih;
bersengat	[v] 1) berantup, bersundak, bertandik; \n\n2) [ki] populer, terkemuka, terkenal, terpandang, tersohor;
bersenggol	[v] bergesek, bergesel, bersentuh, bersinggung; bersenggolan;
bersenggolan	[v] beradu, bersamplok, bersentuhan, bersinggungan;
bersengkelit	[v] berasak, berdesakan, berdingkit-dingkit, berhimpitan, berjejalan, bersempit-sempit, empet-empetan ([cak]);
bersengketa	[v] bentrok, berbantah, berbalah, bercakar-cakaran, bercekak, bercekcok, bermusuhan, berseteru, bertaki, bertelingkah, bertengkar, bertikai; \n\n[ant] berdamai
berseni	[a] artistik;
bersentuh	[v] bersenggol, bersinggung;
bersentuhan	[v] 1) beradu, bergesekan, bersamplok, bersenggolan, bersinggungan; \n\n2) bergala, berhubungan, berjalinan, berkaitan, berpautan, bersangkutan, bertalian, bertautan;
bersepadan	[v] berimbang, berpatutan, bersesuaian;
bersepakat	[v] berikrar, bermufakat, bersetuju; \n\n[ant] bertentangan
bersepuh	[v] berlapis, bersadur
berserabut	[a] berserat, kasap, meraga
berserah	[v] bertawakal, pasrah, sadrah, sumarah
berserakan	[v] berceceran, berhamburan, berjebai, berlampar, berperai-perai, bersebaran, bertaburan, bertebaran, puruk-parak, tergelebar; acak-acakan, awut-awutan, berantakan, berarakan, berpesai-pesai, bersepah, bongkar-bangkir, centang-perenang, cerai-berai, colak-caling, kacaubalau, kelut-melut, keruntang-pukang, kibang-kibut, kusut, malang-melintang, morat-marit, pontang-panting, porakparik, porak-poranda, rondah-randih, ropak-rapik; pecah;
berserdawa	[v] bertahak, mengatop
berseri	1) [v] bekerlapan, bercahaya, berkaca-kaca, berkilap, berkilat, berkilauan, berlinang, berpendar, bersinar, cemerlang, gemerlap, gilap-gemilap, kemilau, mencerlang, mengkilap, mengkilat, merelang, merelap, semburat, seminar, seminau, teperling (mata), terang-benderang, terupam; \n\n2) [a] cerah, ceria, sumringah; bersemarak; gilang-gemilang, semarak; pretensius \n\n[ant] 1) pucat; \n\n2) murung
berseri	[v] berangkaian, bersambung
berserikat	[v] berekanan, berkolaborasi, berkongsi, bermitra, berpartner, bersekutu, bergabung, bersatu; berkawan;
berseru	[v] 1) bertempik, berteriak, melaung, memekau, memekik, menjerit; \n\n2) menganjurkan, menghimbau;
berseru-seru	[v] bergembar-gembor, berkaok-kaok ([ki]), berkoar-koar, berpikauan, berteriak-teriak, gegaokan, memekik-mekik, menjengek, menjerit-jerit
bersesak-sesak	, bersesakan [v] berasak, berdesakan, berdingkit-dingkit, berembut-rembut, berhimpitan, berjejalan, berselingkit, bersempit-sempit, empet-empetan ([cak]);
bersesuaian	[v] berpadanan, cocok;
berseteru	[v] bentrok, berburuk, bermusuhan, berselisih, bersengketa, bertelingkah, bertikai; \n\n[ant] bersahabat
bersetuju	[v] 1) berkenan, berkompromi, bersepakat, bertolak angsur, turut-menurut; seia, sependapat, \n\n2) berbarengan, bersamaan, bertepatan; \n\n[ant] menolak
bersiap(-siap)	[v] 1) berjaga-jaga, berkeledar, berkemas, bersedia-sedia, bersigap, bersikap; \n\n2) memulai, mengambil ancang-ancang, menganju;
bersiasat	[v] bermuslihat;
bersibak	[v] bersiah, menyisi
bersicepat	[v] bergegas, berlekas-lekas, bersegera, terburu-buru, tertalah-talah;
bersidang	[v] berapat, berbincang, bermuktamar, bermusyawarah
bersifat	[v] 1) berkarakter, berkelakuan, berkepribadian, berperangai, bertabiat, bertemperamen, berwatak; \n\n2) berjiwa, bersemangat;
bersigap	[v] berjaga-jaga, berkeledar, bersedia, bersiap, bersikap;
bersih	[a] 1) bening, cemerlang, cerah, jernih, jujur, khalis, kilap, kudus, lurus hati, mukhlis, murni, mustakim, putih, rapi, resik, safa, siang, suci, tahir, terang, terang, tulus, zakiah; \n\n2) apik, ceria, cermat, ikhlas, neto, rela, resik, tuntas; \n\n3) apik, majelis, necis, rapi; \n\n4) ceria, nirmala, steril, suci, safi, sportif, tahrir; asli, orisinal, otentik, sejati, tulen; \n\n5) [cak] amblas, habis, kikis, labas, licin, lindang, lingkap, ludes, putus, tandas; \n\n[ant] kotor;
bersikap	[v] 1) bergaya, berpose; \n\n2) berbicara, berpandangan, berpendapat, berpendirian, bersuara
bersikeras	[v] berdeging, berseregang, bersikukuh, bersitegang, bersiteguh, bertahan, bertarik urat;
bersikukuh	[v] berkeras hati, berkuat, bersikeras, bersitegang, bersiteguh, bertahan
bersilaju	[v] adu cepat, berlomba
bersilang	, bersilangan [v] 1) berpotongan, bertaut, saling memalang, saling memotong; \n\n2) [ki] berpapasan;
bersilat	[v] bermain silat, berpencak;
bersilat kata	begana-begini ([cak]), berdalih, berhelat, berkilah;
bersilat lidah	berdebat, berlik, bersilat kata, pokrol-pokrolan
bersilih	[v] 1) beralih, berganti, bersulih, bertukar; \n\n2) berubah, menjelma; \n\n3) bergantian, bergiliran, berotasi;
bersimbur	[v] 1) melancut, memancar, membasut, memuncrat, mencerat, mencurat, tersimbur; \n\n2) [ki] tersaput, terselimuti, tertutup;
bersimbur(-simbur)an	[v] bersiraman
bersimpan	[v] beres-beres, berkemas
bersimpang	[v] bercabang, bercagak, memecah;
bersimpang jalan	berlawanan, masing-masing;
bersimpang kata	beda pendapat, lain pedapat;
bersimpang sebut	bersimpang kata;
bersimpang-siur	1) [v] berkelintaran, berseliweran, bolak-balik, hilir mudik, ke sanakemari, kian-kemari, melangsir ([cak]), mencoang-coang, mondar-mandir; \n\n2) [a] simpang-siur
bersimpati	[v] 1) mengasihani, menyayangi; \n\n2) bertenggang, solider, toleran
bersin	[v] bangkis, wahing
bersinambung	[v] sinambung;
bersinar	[v] berbinar, bercahaya, berpendar, berseri, mencorong, semburat;
bersinar-sinar	[v] berbinar-binar, bercahaya-cahaya, berpendar-pendar, bersinau-sinau, gemerlap, seminar;
bersinggung	[v] bersenggol, bersentuh;
bersinggungan	[v] 1) beradu, bersamplok, bersenggolan, bersentuhan; bergesekan, bergeselan, bersanggit; \n\n2) [ki] bergala, berhubungan, berkaitan, bersangkutan;
bersiram	[v] mandi;
bersiraman	[v] bersimburan
bersirkulasi	[v] bergerak, berputar, mengalir
bersisa	1) [v] berlebih; \n\n2) [adv] masih, tinggal
bersisi	[v] bermuka, bersegi;
bersisian	[v] berdampingan, berdekatan, berendeng, beriringan, bersampingan, bersebelahan, sebelah-menyebelah;
bersistem	1) [v] berstruktur; \n\n2) [a] sistematis;
bersit	[v] melahirkan, memunculkan, mengeluarkan, menimbulkan;
bersitegang	[v] berdeging, berkeras hati, berkuat, bersikeras, bersiteguh, bertahan, mengotot, tarik urat;
bersiteguh	[v] berdeging, berkeras hati, berkuat, bersikeras, bersikukuh, bersitegang, bertahan, mengotot, tarik urat;
bersoal	[v] 1) bertanya; \n\n2) bermasalah;
bersoal jawab	berdebat, berdialog, berdiskusi, bertanya jawab;
bersombong	[v] menyombong;
bersongsong	[v] berpapakan, berpapasan, bersobok, bersomplokan; berjumpa, bersua, bertembung, bertemu;
bersorak	[v] berteriak-teriak, memekik-mekik
berspekulasi	[v] memperkirakan, menduga-duga; berjudi, bertaruh, mengambil risiko
berstatus	[v] berkedudukan, bermartabat, berpangkat; berkelas
berstruktur	[v] bersistem
bersua	1) [v] berjumpa, bertemu; \n\n2) ada, kedapatan, terdapat, tersua; \n\n3) terjadi, terlaksana;
bersuara	[v] 1) berbahana, berbunyi; \n\n2) berbicara, berkata, bertutur, berucap, berujar, mangap ([ki]); \n\n3) berpaham, berpandangan, berpendapat, berpendirian, bersikap;
bersuatu	[v] bersatu;
bersuci	[v] menyertu;
bersuit	[v] bersiut, bersiul
bersuka-suka(an)	[v] 1) bergembira ria, berpesta, bersenang-senang; \n\n2) bercintaan, bercumbuan, berkasih-kasihan, bermesraan, berpacaran, indehoi ([cak]);
bersukacita	[v] berbahagia, berbesar hati, berbunga-bunga ([ki]), bergembira, bergendang ([ki]), bersenang hati; menari-nari ([ki]) \n\n[ant] berdukacita
bersukaria	[v] 1) bergembira ria, bergirang hati, bersuka-suka; \n\n2) bersenda gurau
bersulam	[v] berlapak, bersuji, bersungkit, bertabur, bertolap
bersulih	[v] berganti, bersalin, bertukar;
bersuluk	[v] berkhalwat, bertapa, bertarak, melakoni, mengasingkan diri
bersumber	[v] berakar, berasal, berawal, bermula, berpangkal
bersumpah	[v] berikrar, berjanji, mengangkat sumpah
bersungguh-sungguh	[v] berkeras hati, bertekun; \n\n[ant] bermain-main;
bersungkit	[v] berlapak, bersongket, bersulam, bertabur (emas), bertolap;
bersungkup	[v] bertudung, bertutup
bersungut(-sungut)	[v] bertura-tura, marah-marah, mencomel, menggerendeng, menggerundel, menggerutu, mengomel, merajuk, meratus, merengut, merongseng, merutuk
bersunyi-sunyi	[v] berasing, memencil, memisahkan diri, menyendiri, menyepi;
bersurat	[v] 1) bertulis; \n\n2) berkirim surat;
bersurih	[v] bergaris, bergores;
bersusah payah	[v] 1) bengoh, bekerja keras, bekerja mati-matian, berlelah-lelah, berpayah-payah, berpenat-penat, berpugak-pugak, bersakit-sakit, bersusah-susah, membanting tulang, membengkil, memeras keringat, memeras tenaga; \n\n2) pusing-pusing, repot-repot;
bersusah-susah	[v] bersusah payah;
bersusila	[v] adib, berakhlak, berbudi, bermoral, elegan, sopan, tahu adat, tahu etiket;
bersusun	[v] 1) berjenjang, berlenggek, berpangkat, bertajuk, bertingkat, bertumpuk; \n\n2) berlapis-lapis, berlimpit, berangkap, bersaf-saf; \n\n3) teratur, tersusun, tertata;
bersyair	[v] berdeklamasi
bersyarah	[v] berceramah, berkhotbah, berpidato
bersyukur	[v] berlega hati, berterima kasih
bertabiat	[v] beradat, berakhlak, bergaya, berkarakter, berkelakuan, berkepribadian, berlagak, berlaku, bermoral, berpembawaan, berperangai, berperilaku, bersifat, bersikap, bertingkah laku, berupa, berwatak
bertabir	[v] berbelat, berbidai, bercadar, berdinding, bergorden, berkamuflase, berkedok, berkerai, berpenghalang, bersekat, berselimut, berselindung, berselubung, bertedengan, bertirai, bertopeng, bertutup
bertabrakan	[v] beradu, berantukan, berbentrokan, berbenturan, berciuman ([ki]), bergesekan, berlanggaran, bersabung, bersomplokan, bertarung, bertembung, bertubrukan, bertumbukan, bertunjangan, beterjangan
bertabur-taburan	[v] bertaburan
bertaburan	[a] berantakan, bercecaran, bercelerek, bercerai-berai, bercerai-cerai, bepercikan, bergelimpangan, berhamburan, berhampar, berjebai, berkaparan, berkeledar, berkocar-kacir, berpencar, berperai-perai, berpesai-pesai, berpontang-panting, bersebaran, berselerakan, bersemburan, bersepah-sepah, berserak-serak, bertebaran, bertempiaran, beterbangan, porakporanda, puruk-parak, tergelebar; \n\n[ant] teratur
bertaburka	[n] [v] bergelimang, bermandikan;
bertafakur	[v] bermakrifat, bermeditasi, berpikir, bersemadi, merenung
bertagan	[v] bertaruh, meneban, berjudi
bertagan	[v] bercerai
bertagar	[v] memetir-metir, mendegam-degam, menggeledek, menggelegar, menggemuruh
bertahak	[v] bersendawa, mengatop
bertahan	[v] berdeging, berdiam, bergeming, berkeras hati, berkuat, berkukuh, bersikeras, bersikukuh, bersitegang, bersiteguh, berteguh hati, bertekun, memperkuat, menetap, mengotot;
bertahap	[v] 1) berjenjang, bertingkat; \n\n2) berangsur-angsur, berantara, berdikit-dikit, beroncet-roncet, perlahan-lahan;
bertahu-tahu	1) [a] sok tahu; \n\n2) [adv] setahu;
bertahuan	[v] berkenalan;
bertaji	[v] berjalu, bersungga, bersusuh
bertajuk	[v] 1) berjudul, bertema, bertitel, berkepala; \n\n2) berjamang, bermahkota, berpatam, bertiara
bertakhta	[v] memerintah, berkuasa, berkerajaan, bersemayam, bersinggasana, berkedudukan, bertahana
bertaki	[v] berikrar, berjanji
bertakik	[v] berakuk, berbiku, bercangap, bergerigi, bergubang, berkeluk, berluk, bertakuk, bertokek, bertoreh, bertukik, keluk;
bertakik-takik	[v] bertatah-tatah
bertakuk	[v] berakuk, berkeluk, berluk, bertakik, bertoreh, bertukik
bertala-tala	[v] bersahutan, bertingkah-tingkah, silih-berganti, susul-menyusul;
bertali	[v] berikat, berkait, berpaut, bersangkutan, bertaut;
bertali darah	berfamili, berhubungan darah, berkeluarga, berkerabat, bersanak, bersaudara;
bertalian	[v] berangkaian, berantai, berasosiasi, bergabungan, bergiliran, berhubungan, berikatan, berkaitan, berkenaan, berkombinasi, berpautan, bersambungan, bersangkutan, bersentuhan, bersinggungan, bertambatan, bertautan, bertemu;
bertamadun	[v] beradab, berbudaya, maju, modern
bertamasya	[v] berdarmawisata, berekreasi, berpelesir, berpesiar, berwisata, dolan, jalan-jalan, melancong, piknik, tur ([cak])
bertambah	1) [v] berangkat, beranjak ([ki]), berimbuh, berserang, bertambah, melaju, menaik, menanjak, meningkat, merayap; \n\n2) [v] memanjang, memulut, mengaret; \n\n3) [v] babar; beranak cucu, beranak-pinak, berganda, berkembang (biak), berlipat, bertumbuh, membanyak, membiak, merambak; \n\n3) [a] kian, lebih, makin; \n\n[ant] berkurang
bertambat	[v] 1) berlabuh; \n\n2) berhubungan, bersambat, bersambungan;
bertambatan	[v] berbalut, berbebat, berbelit, berkaitan, berlilit, bersimpul, bertalian, terikat;
bertambun	[v] 1) berlonggok-longgok, beronggok-onggok, bertimbun; \n\n2) [ki] berjejal, sesak
bertampang	[v] bermuka, berparas, berwajah
bertampar	[v] bertepuk
bertamu	[v] berjamu, berkunjung, bersambang, bertandang, berziarah, melawat
bertanah	[v] 1) berkampung, berkawasan, berwilayah; \n\n2) berakar berumbi, berurat berakar, bertapak;
bertanda	[v] berbekas, bercap, berciri, berjejak, berkesan, berlambang, berlogo, bermerek, bernama, bersimbol, berstempel, bertato;
bertanda tangan	[v] bercap, berparaf, berteken
bertandang	[v] beranjangsana, berjamu, berkunjung, bersambang, bertamu, berziarah;
bertanding	[v] atas-mengatasi, beradu, berjuak, berjuang, berkompetisi, berkontes, berlaga, berlawanan, berlomba, berpacu, bersabung, bersaing, bertarung, bertempur;
bertandu	[v] berarak, berkadera, berkeranda, berpelangkin, berpeti, berusung, naik (tandu)
bertanduk	1) [v] bercula, bersungu, bersumbu; \n\n2) [a] bergigi ([ki]), berkuasa, berpengaruh, kuat, otoritatif;
bertangga	[v] berfase, berperingkat, bertingkat, berlapis-lapis;
bertanggung jawab	1) [v] berkewajiban; \n\n2) [a] konsekuen, konsisten
bertanya	[v] bersoal, menanya; \n\n[ant] menjawab
bertanya jawab	1) berdiskusi; \n\n2) wawancara;
bertanya-tanya	[a] bingung, heran;
bertapa	[v] 1) berkhalwat, berkonsentrasi, bermakrifat, bersemedi, bersendiri, bersepi-sepi, bersuluk, bersunyi-sunyi, bertafakur, bertirakat, melakoni, memencilkan diri, mengasingkan diri; \n\n2) mendekam, meringkuk;
bertapak	[v] 1) berbekas, berjejak, berkesan, berpijak, bertanda, bertumpu; \n\n2) beralas;
bertapakkan	[v] berasaskan, berdasarkan, berpegang, bersandarkan, bersendikan, berteraskan;
bertaraf	[v] berderajat, berkategori, berkedudukan, berkelas, berkualitas, bermutu, berpangkat, berperingkat, bertingkat;
bertarak	[v] 1) berpantang, berpuasa, menanggang perut; prihatin; \n\n2) berkhalwat, bersuluk, bertapa, mengasingkan diri;
bertarikh	[v] bertanggal
bertaring	[v] bersiung, bersaing, bercaling, bergading, bersangir
bertaruh	[v] berjudi, berspekulasi, bertarung, memasang (judi), mencagar, meneban, mengambil risiko;
bertarung	[v] 1) atas-mengatasi, beradu kekuatan, bergontok, berjuak, berjuang, berkelahi, berkompetisi, berlaga, berlawan, berlomba, berperang, berpupuh, bersabung, bersaing, bertanding, bertaruh, bertempur; \n\n2) beradu lidah, beradu mulut, bertengkar mulut, berbahas, berbalah, berbantahan, bercekcok, berdebat, berdialog, bergaduh, bersalahan, bertukar pikiran, perang mulut; \n\n3) beradu, berantuk, berbenturan, berciuman ([ki]), berdampak, berlanggaran, bersomplokan, bertabrakan, bertubrukan, bertumbukan;
bertatapan	[v] berpandangan mata, berpandangan muka, lihat-lihatan
bertaut	[v] 1) bertangkup, mengatup, menutup, terkancing, terkatup; \n\n2) bercantum, berhubungan, berjumpa, berkaitan, berkoalisi, berpadu, berpaut, bersambung, bersangkutan, bersatu, bersebati, bersua, bertalian, bertemu, jalin-menjalin, mencantel, mencantol, menyangkut; \n\n3) bergandengan, berjabatan, berpegang (tangan); \n\n4) berpotongan, bersilangan, silang selisih; \n\n5) [ki] melekat, terpaku, tertuju; \n\n6) berpusat, bertumpu; \n\n[ant] 1) terbuka
bertautan	[v] 1) berbelit-belit, berjalinan, berkelindan, berselit-selit, bersengkarut, kompleks, kusut, rumit, ruwet; \n\n2) berangkaian, bergala, bergandengan, berhubungan, berkaitan, berpautan, bersambungan, bersentuhan, bertalian; \n\n[ant] berlepasan
bertebaran	[v] berceceran, berhamburan, berhantaran, berpencaran, bersebaran, berserakan, bertaburan, bercerai-berai, pontang-panting ([ki]), porak-poranda;
bertedengan	[v] berkamuflase, berkedok, bertabir
berteduh	[v] 1) berlindung, bernaung; mengadem; \n\n2) beristirahat, berlabuh ([ki]);
bertekad	[v] bercita-cita, berhasrat, berkehendak, berkeinginan, berkemauan, bermaksud, bermotivasi, berniat, bertabah, bertekad, bertujuan
bertekak	[v] [ki] beradu lidah, beradu mulut, bertengkar mulut, perang mulut, berbalah, beradu lidah, berbantah, bercekcok, berdebat, bergaduh, bersalahan, bertarung,
bertekan	[v] bertekun, bertelekan, bertumpu;
bertekan	pinggang bercekak pinggang, berkacak pinggang, bertolak pinggang
bertekuk	[v] berkedut, berkeluk, berkerut, berlipat;
bertekuk lutut	[v] 1) berlipat kaki; \n\n2) [ki] angkat tangan, menyembah, menyerah, takluk, tunduk; kalah, keok, pecundang, roboh, rontok, tergelincir ([cak]), tersisih, tewas ([cak]), tumbang;
bertekun	[v] 1) bergelut, bergulat, berkutat; \n\n2) berkeras hati; bersungguh-sungguh; \n\n3) bertekan, bertelekan;
bertelanjang	[v] berpukas, berbugil, terbuka, terdedah, tersingkap; \n\n[ant] bertutup
bertelur	[v] 1) menelur; \n\n2) [ki] berbuah, berhasil
berteman	[v] 1) berkarib, berkawan, bersahabat; berekanan, berpartner, bersekutu; \n\n2) berbaur, bergaul, berhubungan, merasuk; \n\n3) berdampingan, beriringan, bersandingan; \n\n[ant] bermusuhan
bertembuk	[v] berlubang
bertempat	[v] mengambil tempat; bercokol, berdiam, bersarang, bertengger
bertempik	[v] berkoar, berseru, berteriak, melaung, memekau, memekik, mengedau, menjerit;
bertempoh	[v] berlibur
bertempur	[v] berperang; beradu, bergelut, berjuang, berkelahi, berlaga, bertarung; \n\n[ant] berdamai
bertemu	1) [v] berjumpa, berpapasan, bersemuka, bersobok, bersua, bertembung; terserempak; \n\n2) [a] cocok, klop ([cak]), masuk ([ki]), sesuai, sinkron; \n\n[ant] 1) berpisah
bertemu muka	berhadapan muka, bertatap muka, beradu kening; berpapasan;
bertemu pandang	bertembung, bertumbukan;
bertenaga	1) [v] berdaya, berenergi, berkekuatan, berkemampuan; \n\n2) [a] kuat, perkasa \n\n[ant] \n\n2) loyo
bertenggang	1) [v] berikhtiar, berupaya, berusaha, mencari jalan, mencari akal; \n\n2) [a] toleran; bersimpati, solider; \n\n3) [v] berdikit-dikit, berhemat, mengirit;
bertenggang-tenggangan	[v] harga-menghargai, hormat-menghormati;
bertengkar	[v] bentrok, berbantah, bercekcok, bergaduh, berkelahi, berselisih, bersengketa, bertelingkah, bertikai, ribut; \n\n[ant] berdamai
bertengkar mulut	beradu lidah, beradu mulut, beranggar lidah, berbalah, berbantah(an), bercekcok, berdebat, bergaduh, bersalahan, bertarung, ribut;
bertengkel	[v] berbutir, bergentel, beruntal;
bertengkel-tengkel	[a] bergugus-gugus, berkelompok-kelompok;
bertengking	[v] beradu lidah, beradu mulut, bertengkar mulut, perang mulut, berbalah, berbantah(an), bercaran, bercekcok, berdebat, bergaduh, bersalahan, bertarung
