menjumpai	[v] 1) mencium, mendapati, mendeteksi, menemukan, mengindra; \n\n2) menemui, menghadap; \n\n3) kepada, menjelang, untuk; \n\n4) mengalami, menghadapi, merasakan;
menjunamkan	[v] menukikkan, menghunjamkan, menyelundupkan;
menjungkat	[v] menjungat, menjungkit
menjungkirbalikkan	[v] 1) menggulingkan, menjungkirkan; \n\n2) memulas, memutarbalikkan (fakta), menyangkal;
menjungkirkan	[v] membalik, menjempalitkan, menjengkelitkan, mengjengkoletkan, menjungkalkan, menunggingkan;
menjuru	[v] menganjur, menjorok
menobatkan	[v] melantik, membaiat, membaptis ([ki]), membenum ([cak]), menabalkan, menahbiskan ([ki]), mengangkat, mengukuhkan, menjadikan; penobatan [n] inaugurasi, pelantikan, pembaiatan, penabalan, pengangkatan, pengukuhan
menodai	[v] makan ([ki]), melalap ([ki]), melu-kai, melumangkan, memburukkan, memfitnah, memojokkan, memerkosa, mencabuli, mencacatkan, mencalit, mencelakan, mencemari, mencoreng, mendiskreditkan, mengaibkan, mengejikan, menggagahi ([ki]), menggarap ([ki]), menggauli ([cak]), menghinakan, menghitamkan ([ki]), menghujat, mengkhianati, mengotori, meniduri ([ki]), menjahatkan, menjamah ([ki]), menjelek-jelekkan, menjelekkan, menjimak ([cak]), menyetubuhi, menyodok, menyorong ([cak]), merodok, merogol, merusak;
menodongkan	[v] membidikkan, mengacukan, mengacungkan, mengarahkan, menujukan, menyasarkan;
menohorkan	[v] mengeringkan, meringkaikan;
menokoh	[v] 1) melibas, membekuk ([cak]), membodohi, membohongi, membuayai ([ki]), memperdayai, memukau ([ki]), mencurangi, mendustai, mengakali, mengecoh, mengelabui, menipu; \n\n2) memperbuat, mempermainkan, memperolok, mempersendakan, mengomidikan;
menokok	[v] 1) membubuhi, menambahi, mengimbuhi; \n\n2) melengkapi, memenuhi, mencukupi, menggenapi, menyempurnakan
menokok	[v] memalu, memartil, mencatuk; mementung, memukul, mengetuk, menggetok, menutuk;
menolak	[v] 1) mendesak, mendorong, menyodok, menyorong; \n\n2) melawan, menangkal, menangkis, mencegah, menegah, menjauhkan; \n\n3) menampik, menumpukan, menyenta; \n\n4) berkeberatan, memprotes, menafikan, menegasikan, menentang, menggeleng; \n\n5) membantah, menepis, menikai, mengelak, menyanggah, menyangkal; \n\n6) mengenyahkan, menghalau, mengusir; \n\n[ant] 1) menarik; \n\n5) menerima
menolakkan	[v] 1) mendesakkan, menyorongkan; \n\n2) negasi, melepaskan, mengelakkan, menghindarkan, menjauhkan, menyingkirkan; \n\n3) menyodorkan; \n\n4) membebankan, menimpakan;
menoleh	[v] berpaling, berpusing, melongok, menengok
menoleransi	[v] memaafkan, membebaskan, membiarkan, mendiamkan, menenggang
menolok	[v] memadankan, membandingkan, menganalogikan, menyamakan;
menolong	[v] 1) membantu, mengakomodasi; mendukung, menopang, menunjang, menyampingi ([ki]), menyantuni, menyokong; \n\n2) membela, menyelamatkan; \n\n3) meringankan \n\n[ant] 1) membiarkan
menomboki	[v] menalangi; menutup
menonaktifkan	[v] membebastugaskan \n\n[ant] mengaktifkan
menongkat	[v] 1) mengampu, menahan, menopang, menunjang, menyangga, menyokong; \n\n2) [ki] memuji-muji, mengalem ([cak]), mengambung-ambung, mengangkat-angkat ([ki]), menganjung-anjung, menyanjung-nyanjung;
menongkrongi	[v] [cak] menjaga, menunggui;
menonjok	[v] memukul, menangani, mencepol, menebok, menepung, menggocoh, menghajar, menghantam, meninju, menjotos, menyodok, menyontok
menonjol	1) [a] menjendul; \n\n2) [v] membuntang, menjengul, menongol, menyembul, muncul, terserondok, timbul; \n\n3) [a] berpengaruh, dominan, kuat, kentara, mencolok;
menonjolkan	[v] 1) mementingkan, memfokuskan, menekankan, menganjurkan, mengedepankan, mengistimewakan; mengutamakan, menitikberatkan, menjulurkan, menyorongkan; \n\n2) memamerkan, memperlihatkan, menunjukkan;
menopang	[v] 1) menahan, mencagak, mengampu, menggalang, mengganjal, menongkat, menumpil, menunjang, menyangga, menyokong; menahan; \n\n2) [ki] membantu, menolong;
menopengi	[v] [ki] menutupi, menyamarkan, menyelubungi;
menora	[n] mayong, memulung, sandiwara, tonil, wayang orang, wayang bangsawan
menorehkan	[v] 1) menggaritkan, menggoreskan, mengguratkan; \n\n2) [ki] menuliskan;
menotal	[v] [cak] menjumlah, menghitung
menotok	[v] [cak] memalak, memeras, mengompas ([cak]), menodong
mensiang	[n] gelagah, mendong, purun
menskemakan	[n] 1) membagankan; \n\n2) mendesain, merancang, merencanakan
mensponsori	[v] membelanjai, membiayai, menaja, mencukongi, mengongkosi, menyubsidi
menstabilkan	[v] memantapkan;
menstandarkan	[v] membakukan, menyeragamkan
menstempel	[v] menera, mengecap, mengelak, menyegel
mensterilkan	[v] 1) membersihkan, memurnikan, menyucihamakan; \n\n2) memandulkan, mengasim, mengebiri, mengkastrasi, menyidai
menstimulasi	[v] memotivasi, mendorong, menggiatkan, merangsang
menstruasi	[v] bocor, datang bulan, haid, halangan, membawa bulan, mens
mensyaki	[v] 1) berprasangka, mencurigai; \n\n2) menyangsikan, meragukan
mensyarahkan	[v] memaparkan, membabarkan, membentangkan, membeberkan, membicarakan, menerangkan, menjelaskan;
mensyaratkan	[v] meminta, mengharuskan, menentukan, menuntut, mewajibkan
mensyariatkan	[v] memerintahkan, mewajibkan
mensyurkan	[v] mengajurkan, menyarankan
mentah	[a] anom, baru menjadi, belantah, hijau, kasar, menyal, plonco, remaja; \n\n[ant] matang
mentah-mentah	[adv] begitu saja, sama sekali, tanpa syarat;
mentak	[adv] boleh jadi, mungkin;
mental	[a] batin, intelektual, kejiwaan, kerohanian, moral, psikis, psikologis, serebral
mentalitas	[n] karakter, personalitas, sifat, watak
mentang	[p] abong-abong, senyampang
mentari	[n] matahari, rawi, surya, syamsu
mentereng	[a] agus, bahari, cantik, hasan, indah, kirana, molek; kementerengan [n] kebagusan, kecerlangan, keelokan, kejombangan, kemolekan
menteri	[n] anggota kabinet, bendahara, gajah, nayaka, pembantu presiden;
mentok	[v] kesomplok, maksimal, pol, suntuk, terantuk, terbentur, terbentus, tersampuk, tersentuk, tertarung, tertumbuk
mentor	[n] guru, instruktur, pelatih, pemandu, pembimbing, tentor, tutor
mentransfer	[v] 1) membawa, memindahkan, mengalihkan, mengangkut, menggeser; \n\n2) memasok, mengirim, menyuplai
mentranskripsikan	[v] memindahkan, mencatat, mengopi, menurunkan, menyalin, mereproduksi
mentul-mentul	[a] melenting, membal, memegas, mengenyal, mengeper
menuai	[v] 1) memanen; \n\n2) memangkas, memotong, mengetam; \n\n3) [ki] memikul, menanggung, meraih, merasakan;
menuakan	[v] memandang, mengempu, menghormati, menyegani
menuangkan	[v] 1) melimpahkan, memanifestasikan, memasukkan, mencucurkan, mencurahkan, mengisikan, mengucurkan, menumpahkan, menunggangkan, menyalurkan; \n\n2) [ki] melahirkan, mencetuskan, mengeluarkan, menyalurkan, mewujudkan;
menuas	[v] mendongkel, mendongkrak, mengumpil, mengungkit, menuil
menubruk	[v] 1) melanggar, membentur, menabrak, mencium, mendampak, mengantuk, menumbuk, menunjang, menyampuk, menyimpuk ([ki]); \n\n2) melajang, melompat, menerjang, menerkam, menyerang, menyerbu, menyeruduk; \n\n3) [cak] menangkap, menggerebek, menyerempak, menyergap, menyerkap, merazia, merejeng;
menubrukkan	[v] melanggarkan, membenturkan, menabrakkan, menumbukkan;
menubuhkan	[v] 1) membangun, membentuk, mendirikan; \n\n2) menjelmakan, merupakan, mewujudkan;
menuding	[v] 1) mengunjuk, menunjuk; \n\n2) [ki] mendakwa, menuduh, menukas, menyalahkan; membebankan;
menuduh	[v] 1) mendakwa, menuding, menukas, menyalahkan; \n\n2) menduga, mengira, menyangka;
menuduhkan	[v] melemparkan, membebankan, menimpakan (kesalahan);
menudungi	[v] melingkupi, meliputi, memayungi, menaungi, menutupi, menyelangkupi, menyelimuti, menyelubungi, menyerkup, menyungkup, merangkup, merungkup
menugasi	[v] memerintahkan, menginstruksikan, mengutus, menyuruh;
menugaskan	[v] membebankan, menempatkan, mengirim, mengoper;
menujukan	[v] 1) membidikkan, memfokuskan, memusatkan, menautkan, menentangkan, mengacungkan, mengarahkan, menjujukan, menodongkan, menyasarkan; \n\n2) mengalamatkan;
menujum	[v] memfaalkan, menenung, menilik, menujum, meramalkan, merasi;
menujumkan	[v] menenung, meramalkan
menukar	[v] 1) mengganti, menggilir, mengubah, menyalin, menyilih; \n\n2) membelokkan, memindahkan, mengalihkan; \n\n3) berbelanja, membeli;
menukilkan	[v] 1) mengutip; \n\n2) mencantumkan, mengukir;
menukul	[v] memalu, menggodam
menulahi	[v] melaknat, mengutuk, menyerapahi, menyumpahi;
menulang	[ki] 1) [v] membatu, mengeras; \n\n2) [a] menusuk, menyumsum;
menularkan	[v] 1) memindahkan, menjangkitkan; \n\n2) [ki] memengaruhi;
menulis	[v] 1) memahat, mencatat, menggores, menoreh, menyalin, menyurat, merekam; \n\n2) mengarang, menggubah, menyusun; \n\n3) melukis, menggambar; \n\n4) membatik;
menuliskan	[v] 1) menggoreskan, menorehkan ([ki]); \n\n2) membukukan, mencantumkan, mencatatkan, mendaftarkan;
menumbangkan	[v] 1) merebahkan, merobohkan, meruntuhkan; mematahkan, menebang; \n\n2) [ki] mendaulat, mendongkel, menggulingkan, menjatuhkan, menjungkalkan, mengudeta, menunggingkan ([ki]); \n\n3) memecahkan (rekor), menaklukkan, mengalahkan, menundukkan
menumbuhkan	[v] 1) memajukan, memupuk, mengembangkan, meningkatkan, menyuburkan; memaksimalkan, mengoptimalkan; \n\n2) membangkitkan, membangunkan, membina, menanamkan, mendatangkan, mendorong, menghidupkan, mengobarkan, mengundang, menimbulkan, menstimulasi, merangsang, menyemaikan;
menumbukka	[n] [v] melanggarkan, membenturkan, menabrakkan, menubrukkan;
menumpahi	[v] membasahi, mencurahi, mengguyur; melimpahi;
menumpahkan	[v] 1) melimpahkan, mencucurkan, mencurahkan, mengucurkan, menuangkan, meruahkan; \n\n2) [ki] melahirkan, mencetuskan, mengekspresikan, mengeluarkan, menyalurkan;
menumpangkan	[v] memboncengkan, mendomplengkan, mengikutkan; memercayakan, mempertaruhkan; menitipkan, menyimpan;
menumpas	[v] meleburkan, melenyapkan, meluluhlantakkan, memadamkan, membasmi, memberantas, membersihkan, membinasakan, memerangi, memunahkan, memusnahkan, mengatasi, mengenyahkan, menggempur, menggulung, menghancurkan, mengikis, menindas, menyapu bersih ([ki]), meredam; \n\n[ant] menumbuhkan
menumpatkan	[v] memadatkan, memampatkan, memejalkan, menjejalkan
menumplakkan	[v] mencurahkan, menumpahkan, meruahkan
menumpu	[v] 1) bertumpu, memijak, menapak, menjejak, menunjal; \n\n2) [ki] membantu, menolong, menunjang, menyokong, meringankan;
menumpuk	[v] 1) melonggokkan, menambun, menimbun, menyusun; \n\n2) berganda, berlipat, bertambah, membanyak, membiak, meningkat;
menumpukan	[v] 1) memijakkan, menapakkan, menjejakkan; \n\n2) mendasarkan, mengacukan, menyandarkan, merujukkan; \n\n3) [ki] memfokuskan, memusatkan, mencurahkan, mengerahkan; \n\n4) menampik, menolak;
menumpukkan	[v] melamun, melonggokkan, mengonggokkan;
menumpur	[v] melenyapkan, membinasakan, memusnahkan, menumpas
menunaikan	[v] 1) melunasi, membayar, memenuhi, menepati, menetapi, menggenapi, menutup, menyelesaikan, menyudahi; \n\n2) melaksanakan, melakukan, melangsungkan, mengamalkan, mengerjakan, menjalankan; \n\n[ant] 1) mencicil
menunangkan	[v] memasangkan, membaurkan ([ki]), mempertemukan, memperumahkan, mendudukkan, mengawinkan, mengijabkan, menikahkan, menjodohkan, menyandingkan;
menunda	[v] mendorong, menolak, menyorong; memerosokkan, memurukkan, menjorokkan
menunda-nunda	[v] menahan-nahan;
menunduk	[v] 1) membungkuk, mengendap, menyuruk, merunduk; menghormat; \n\n2) bersembunyi, mengumpet, merondok;
menundukkan	[v] 1) membungkukkan, meringkukkan (badan), merundukkan (kepala); \n\n2) melalap ([ki]), melibas ([ki]), melindas ([cak]), melumatkan ([ki]), memangkah, membabat ([ki]), membantai ([ki]), menaklukkan, mencukur ([ki]), menewaskan ([ki]), mengalahkan, mengganyang ([ki]), menggilas ([ki]), menggulung ([ki]), menghabisi ([ki]), menghancurkan ([ki]), menguasai, menjatuhkan ([ki]), menumbangkan, menyisihkan, merobohkan ([ki]), merontokkan ([ki]); menguasai; \n\n3) meluluhkan; memikat, memulut ([ki]), menggaet;
menung	[v] memikirkan, mempertimbangkan, mengagak, mengenapkan, menimang-nimang, merefleksikan, merenungkan
menunggak	[v] [ki] memperlalaikan, memperlambat, menangguhkan;
menunggang	[v] mengendarai, naik (kuda [dsb]);
menunggangi	[v] 1) menunggang; \n\n2) [ki] memanfaatkan, membonceng ([ki])
menunggangkan	[v] 1) membalik, memutar balik, menjempalitkan, menjengkelitkan, menjengkoletkan, menjungkalkan, menjungkirkan, menunggingkan, menuntungkan, menyungsangkan; \n\n2) mencurahkan, menuangkan, menumpahkan;
menungging	[v] menjengking, menunggik, menyungging ;
menunggingkan	[v] 1) membalik, memutarbalik, menjempalitkan, menjengkelitkan, menjungkalkan, menjungkirkan, menyungsangkan, menunggangkan, menuntungkan; \n\n2) [ki] mendaulat, mendongkel ([ki]), mengambil alih (kekuasaan), menggulingkan ([ki]), mengudeta, menjatuhkan, menumbangkan, merebahkan ([ki])
menunggu	[v] 1) menanti; mengharap; \n\n2) menunggui; \n\n3) mendiami, menduduki, menempati, menghuni;
menunggui	[v] mengawal, mengawasi, menjaga, merawat; menongkrongi ([cak]);
menunjukkan	[v] 1) membuktikan, memperlihatkan, menampakkan, mengekspos, mengungkapkan, mengunjukkan, menyatakan, menyuratkan; \n\n2) menandakan, mengindikasikan, mengisyaratkan, menyiratkan; \n\n3) memberitahukan, menerangkan;
menuntaskan	[v] 1) menangani, menamatkan, menanggulangi, mengakhiri, mengerjakan, menutup, menyelesaikan, menyudahi, merampungkan; membereskan; \n\n2) menandaskan, menghabiskan; \n\n[ant] 1) menunda
menuntungkan	[v] 1) membalik, memutar balik, menjempalitkan, menjengkelitkan, menjungkalkan, menjungkirkan, menunggangkan, menunggingkan, menyungsangkan; \n\n2) menuang, menumpahkan; \n\n3) [ki] melampiaskan, memuaskan, mencurahkan (perasaan, [dsb]);
menunukan	[v] membakar, mengobarkan, menyalakan, menyulut
menur	[n] melati susun, melur
menurun	[v] 1) berkurang, menyusut, merendah; \n\n2) melandai, meluncur, menukik, menghunjam, membenam, mendarat; \n\n3) berpindah, menular; \n\n4) melemah, memburuk, berkurang; \n\n5) memindahkan, mencatat, mentranskripsikan, menyalin;
menurunkan	[v] 1) membongkar; melabuhkan, mendaratkan; meletakkan, menaruh; \n\n2) menerjunkan, menjatuhkan; \n\n3) melingsirkan, melorotkan, meluncurkan; melucuti, memapas, menanggalkan, mencopot; \n\n4) melembutkan, memelankan, merendahkan, menyurutkan, menyusutkan; \n\n5) melengserkan, memakzulkan, memberhentikan, memecat, mencopot, mendaulat, mendepak, meritul; \n\n6) melahirkan, memperanakkan; \n\n7) memberikan, meneruskan, meninggalkan, menyampaikan; menyerahkan, mewariskan; \n\n8) memperturutkan, mengikutkan, menyertakan; \n\n[ant] menaikkan
menurut	1) [v] mengikuti, menuruti; ikut, turut; \n\n2) [v] berdasarkan, meneladan, meniru; \n\n3) [a] patuh, taat, tunduk; \n\n4) [p] bagi, untuk; pada, kalau;
menuruti	[v] 1) membuntuti, menjejaki ([ki]), mengikuti, menyusul; memilih (jurusan), menempuh, mengambil (jalan); \n\n2) meluluskan, memperturutkan, menyetujui; \n\n3) mematuhi, menaati, mengindahkan, menjunjung;
menusuk	1) [v] melukai, memasak, mencatuk, menikam, menohok, merunjam, merusuk; menyakiti, menyusuk; \n\n2) [v] memacak, mencocok (satai); \n\n3) melubangi, membolongi, memusut, mencoblos, menindik, menyunduk, menerok; \n\n4) [a] [ki] bengis, berbisa, keras, ketus, menduri ([ki]), menyembilu ([cak]), menyengat ([ki]), nyelekit, pedas, tajam; menulang, menyumsum; \n\n[ant] 1) mencabut
menusuk-nusuk	[v] 1) mencacah, mencocok-cocok; \n\n2) [ki] memanas-manasi, menggalakkan, meradangkan; membakar, memprovokasi, menghasut, mengilik-ngilik, mengipasi, mengompori, meniup-niup;
menusukkan	[v] 1) membenamkan, menancapkan, mencantumkan, menghunjamkan, menikamkan; \n\n2) mencobloskan, mencocokkan;
menutulkan	[v] mencelupkan, mencocol
menutup	[v] 1) menangkup, mengatup, mengucup, menguncup, mengunci, merapatkan; \n\n2) menjejal, menumpat, menyumbat; memblokade, memutus, mengepung, mengisolasi, mengungkung; membekukan, memblokir, menyegel; \n\n3) melengkapi, melunasi, membayar, mencukupi, menggenapi, menomboki, memenuhi; menunaikan, menyelesaikan; \n\n5) membubarkan; memugas, memungkasi, menamatkan, mengakhiri, menghentikan, menuntaskan, menyelesaikan, menyetop, menyudahi;
menutup mata	1) memejam, memicing, mengatupkan, mengejam, mengejapkan (mata); merem ([cak]); \n\n2) [ki] meninggal;
menutup riwayat	bunuh diri;
menutupi	[v] 1) melingkupi, meliputi, memayungi, menaungi, mendindingi, menudungi, menyelimuti, menyelubungi, menyerkup, menyungkup; \n\n2) [ki] membatinkan, memendam, menyembunyikan, menyimpan merahasiakan;
menutupkan	[v] menangkupkan, mengatupkan;
menuturkan	[v] 1) melafalkan, melisankan, membunyikan, mengeja, mengucapkan, menyebutkan, menyuarakan; \n\n2) membahasakan, mengatakan, mengutarakan, menyatakan; \n\n3) memperkatakan, menceritakan, mengisahkan, meriwayatkan;
menyabarkan	[v] mendinginkan ([ki]), menenangkan, menenteramkan;
menyabdakan	[v] mengucapkan, menitahkan
menyabit	1) menceruk, memotong, mencerut, menebas, menyadap, merumput, \n\n2) mengait
menyablon	[v] mencetak, mengecap, merekam
menyabot	[v] mematahkan, membatalkan, membendung, membubarkan, memorak porandakan, memutuskan, menahan, menangkal, mencegah, menegah, mengacau, mengandaskan, mengekang, menggagalkan, mengganggu, menghadang, menghalangi, menghambat, menghentikan, mengurungkan, mengusik, mengusili, meniadakan, menjatuhkan, menolak, menyekat, merintangi, merusak;
menyabung	[v] 1) memperhadapkan, memperlagakan, memperlawankan, mempertarungkan, mempertemukan, mengadu; \n\n2) [ki] mempertaruhkan;
menyabungkan	[v] membenturkan, memperlagakan, mempertarungkan, mengadukan;
menyabur	[v] 1) berkamuflase, berkedok, bertabir, bertopeng, menyamar, menyaru, menyerupa; \n\n2) berasimilasi, bergabung, membaur, menyatu;
menyaburkan	[v] 1) memadukan, membaurkan, mencampurkan, menggabungkan, menyatukan; \n\n2) memudarkan, mengaburkan, mengeruhkan, mengurangi, menyuramkan, meredam
menyadap	[v] 1) menakik, menderes, mengeluarkan, menggores, menoreh; \n\n2) [ki] mencuri dengar, menguping;
menyadau	[v] 1) mendayung; \n\n2) mencolok, menjolok
menyadikkan	[v] meluruskan, menegur, mengingatkan, mengoreksi
menyadur	[v] melapis, mengabstrakkan, mengadaptasi, mengarang, menggubah, mengikhtisarkan, mengintisarikan, mengolah, meniru, menjiplak, menulis, menyalin, menyalut, menyarikan, meringkas;
menyagang	[v] 1) menyandarkan; \n\n2) menahan, mencagak, mengampu, menongkat, menopang, menunjang, menyangga, menyokong;
menyahajakan	[v] 1) mempermudah, memudahkan, mengentengkan, menggampangkan, menyederhanakan, meremehkan; \n\n2) menyahaja, menyengaja;
menyahihkan	[n] melegalkan, melegitimasi, mengesahkan;
menyahut	[v] membalas, menanggapi, menimpali, menjawab, menyambut;
menyaingi	[v] melawan, menandingi, menentang, menyamai, mengatasi, mendahului, mengikuti, mengimbangi;
menyaingi	[v] 1) mengikuti, menyertai; \n\n2) mendampingi, mengiringi, menemani;
menyaingkan	[v] melampirkan, menyertakan, mengikutkan, menyusulkan;
menyajak	[v] 1) menalamkan, menyair, menggurit \n\n2) memakai, menghias
menyajikan	[v] 1) melayankan, mempersembahkan, mempertunjukkan, mencawiskan, menyediakan, menyervis, menyuguhkan, menampilkan, menayangkan; \n\n2) [ki] memajukan, mempresentasikan, mengajukan, mengemukakan, mengetengahkan, mengutarakan, menyampaikan;
menyakal	[v] membonggol, memukul, menangani, mendera, menganiaya, menggasak, menggebok, menggebuk, menghajar, menghantam, menyiksa
menyakar	[v] menggarong, menjarah, menyamun, merampas, merampok, merompak;
menyakiti	[v] melukai, memilukan , mengiris, mengoyak, menikam, menyayat, menyinggung, menyengsarakan, menyiksa;
menyakitkan	1) [v] memedihkan, memerihkan; \n\n2) [a] bengis, berbisa, bersanding, keras, ketus, menduri ([ki]), menyembilu ([ki]), menyengat ([ki]), nyelekit ([cak]), pedas, sengit, tajam; \n\n3) [a] mengguncangkan, traumatis;
menyakukan	[n] memencilkan, memisahkan, mengasingkan, mengisolasi, menyendirikan;
menyala-nyala	[v] bernyala-nyala;
menyalahi	[v] melangkahi, melupakan, membelok, menantang, mencela, menyimpang, mengingkari, melanggar, melenceng, menyeleweng, menyangkal;
menyalahkan	[v] mempersalahkan, mengelirukan, mengacaukan, menuduh, menukas, menuding, mengadukan, menggugat, menyangkakan, menuntut, mengeluhkan, mendakwa, menghukum, menghakimi; \n\n[ant] membenarkan
menyalai	[n] melayur, memanggang, memanaskan, mengasapi, mengganggang, mendiang, menyinggang
menyalak	[v] 1) menggonggong, mengongkong, mendengking, meringking; \n\n2) [ki] meletup, meletus, menyala
menyalakan	[v] memasang, membakar, membangkitkan, memarakkan, memasang, mengaktifkan, mengoperasikan, menggelorakan, menghidupkan, mengobarkan, menjalankan, menstarter, menyetel, menyulut, menyundut
menyalami	[v] menjabat tangan;
menyalang	[v] melotot, membelalak, membelalang, membeliak, membuntang, mencelang, mendelik, menjegil, nanap
menyalibkan	[v] memalangkan, menghukum (mati)
menyalin	[v] 1) mengganti, mengubah, menukar, menyulih; \n\n2) memindahkan, mencatat, mengopi, meniru, menjiplak, mentranskripsi(kan), menurun;
menyalip	[v] [cak] melangkahi, membalap, mendahului, menyodok ([cak]), menyusul
menyalurkan	[v] 1) membandarkan, mengalirkan; \n\n2) [ki] melabuhkan, melahirkan, melampiaskan, memanifestasikan, mencetuskan, mencurahkan, mengeluarkan, menuangkan, menumpahkan, mengatakan, mengekspresikan, mengucapkan, mengungkapkan, mengutarakan, menyatakan; \n\n3) melangsungkan, meneruskan, mengirimkan, menyampaikan; \n\n4) mendistribusikan, mengedarkan, menyebarkan;
menyalut	[v] membungkus, melapis, menyampul, membungkus;
menyamai	[v] membandingi, membarengi, menyerupai, mengembari, mengimbangi, menyetarai, menyaingi, menandingi, mengiringi;
menyamakan	[v] membandingkan, memepatkan, menyetarafkan, menjajarkan, mengumpamakan, mengibaratkan, menyerupakan, menyelaraskan, meratakan;
menyaman	[v] 1) mendakwa, menuding, menuduh, menukas, menyangka; \n\n2) mengambil, menyita, merampas
menyamar	[v] berkedok, menyaru;
menyamarkan	[v] 1) mengecoh, mengelirukan, menyesatkan; \n\n2) memendam, menebeng ([ki]), menutup-nutupi, menyembunyikan, merahasaikan;
menyambang	[v] bersambang;
menyambangi	[v] mendatangi, menengok, menginjak ([ki]), mengunjungi;
menyambar	[v] mengambil, merampas;
menyambat	[v] menambat, mencantumkan, mengikat, menyambung, menghubungkan
menyambat	[v] mengaduh, mengeluh, menggerutu, merintih ([ki]);
menyambil-lalukan	[v] melecehkan, memantati ([ki]), mengabaikan, menyepelekan, meremehkan
menyambit	[v] melempari, melontari, menimpuk, menyelakan, merajam
menyambut	[v] menerima;
menyampah	[v] 1) mengganggu, mengacau \n\n2) [a] benci, jijik
menyampaikan	[v] 1) memberikan, mengantarkan, mengirimkan; \n\n2) mencukupkan; \n\n3) meluluskan, mengabulkan;
menyampangkan	[v] menggilapkan
menyamperi	[v] memarani, mendatangi, mendekati, menghampiri, menjemput
menyampirkan	[v] mengampaikan, menggantungkan, menyampaikan;
menyampuk	[v] 1) melanggar, membentur, menabrak, mengantuk, menubruk, menyimpuk; \n\n2) menangkis, mengelakkan, menyilat; \n\n3) menampel, menepis, \n\n4) memenggal lidah, mengerat lidah, menceletuk, menengahi, mengaru, menginterupsi, menukas, menyelang, mematahkan, memintas, memotong, memutus, meningkah, menyarung, menyela, menyerobot; \n\n5) ikut-ikut, mencampuri, mengurusi, serta-menyertai;
menyampukkan	[v] membentrokkan, membenturkan, menabrakkan, menubrukkan, menumbukkan;
menyampul	[v] memalut, membungkus, menguliti, menyalut;
menyamun	[v] membegal, mencoleng, mengecu, menggarong, menjarah, merampas, merampok;
menyandakan	[v] mempertanggungkan, mencagarkan, mengagunkan, menggadaikan, mengisar, menjaminkan,
menyandal	[v] melapik, menggalang, mengganjal
menyandarkan	[v] menumpukan, menopangkan, menyanggakan, menggantungkan, menyenderkan, menyendengkan, menggantungkan, mengampaikan, menyampirkan, menyandakan, menggadaikan, menitipkan, mencagarkan;
menyandarkan	[v] memercayakan, mempertanggungkan, mempertaruhkan, mencagarkan, mengagunkan, mengandalkan, menggadaikan, menggantungkan, menjaminkan
menyandera	[v] menahan, menawan
menyangai	[v] memanaskan, menghangatkan
menyangatkan	[v] menjadikan hebat;
menyangga	[v] memapah, membahu, membantu, membopong, memikul, menahan, mendukung, mengampu, menopang, menunjang, menyerandang, menyokong;
menyanggah	[v] melawan, membalas, membalela, membangkang, membantah, memprotes, menampik, menantang, mendebat, menentang, menggempur, menggugat, menghujah, menghujat, mengingkari, mengkritik, menjawab, menolak, menyangkal, menyerang, menyerbu, merangsang;
menyanggam	[v] meminjam, menyelang
menyanggang	[v] mengangkat, menggotong
menyanggep	[v] menangkis, mengelakkan, menyampuk, menyilat
menyanggit	[v] mengeritkan, menggeratkan, menggertakkan
menyanggul	[v] menggelung (rambut), mengonde
menyanggupi	[v] bersedia dan menerima, mengaku, menanggung;
menyangka	[v] berpandangan, berpendapat, berpikir, memandang, memperhitungkan, memprediksi, menaksir, mencurigai, mendakwa, menduga, menebak, menerka, menganggap, mengira, menuding, menuduh, menyimpulkan, meramalkan;
menyangkak	[v] 1) membantar, mencegah, menegah, menghalangi, merintangi; \n\n2) melawan, memapak, menentang
menyangkal	[v] melawan, membalas, membangkang, membantah, membela, memprotes, menampik, menantang, mendebat, menentang, menggugat, mengkritik, menjawab, menyenta;
menyangkap	[v] menikam
menyangkarkan	[v] mengandangkan, mengurungkan;
menyangkut	[v] melekat, melibat, memaut, membabit, membelit, menancap, mencantol, menempel, mengait, menggantung, menggayut, mengikat, menumpu, menyambung, menyangsang, menyatu;
menyangkutkan	[v] melekatkan, melibatkan, memautkan, membabit, membelitkan, menancapkan, mencantelkan, mencantolkan, menempelkan, mengaitkan, menggandengkan, menggantungkan, menggayutkan, menghubungkan, mengikatkan, menjeratkan, menumpukan, menyambungkan, menyampaikan, menyampirkan, menyangsangkan, menyatukan, merapatkan;
menyangsang	[v] mencantol, menyangkut
menyangsikan	[v] membimbangkan, membingungkan, menaruh curiga, menaruh syak, mencemaskan, menggelisahkan, mengkhawatirkan, meragukan, merisaukan;
menyanjung	[v] mengangkat, memuja, memuji, memuliakan, mendewakan, mencintai, menghormati, melambungkan, menyembah, memberhalakan, menjunjung, merayu, membujuk;
menyanjung-nyanjung	[v] melambungkan, memuji-muji, mengangkat-angkat, menganjung-anjung, membanggakan, memegahkan, menyombongkan;
menyantap	[v] memakan, mengayap, mengonsumsi, melahap, mengganyang, menyikat ([ki])
menyantet	[v] meneluh, menenung, menggayung
menyantun	[v] 1) mengasihani; \n\n2) membantu, menolong, menyokong;
menyantuni	[v] mengasihani, mengasihi;
menyanyikan	[v] melagukan, melantunkan, membawakan, mendendangkan, menembangkan, mengalunkan, mengidungkan, menyenandungkan, menyuarakan, merinaikan;
menyapa	[v] 1) menegur; \n\n2) memanggil, menamai, menjuluki, menyebut;
